제목,본문,답변
치매 아버지 돈을 임의로 제가 관리 할수 있나요?,"아빠가 얼마전에 치매 진단을 받으셨어요.
이번에 아빠랑 저랑 공동명의로 되있는 집을 팔고 반반씩 받기로 했는데
그 돈을 받으면 어떤 아줌마 빌려준다고 자꾸 그러시는데..
사실 이미 9천만원 이상의 돈을 이 여자 저 여자 빌려줘서 다 떼이셨는데
또 그러시니..
그래서 큰아버지랑 의논을 하니 큰아버지가 중도금 받을때(중도금은 아빠가 받고 잔금은 제가 받기로 했음)
같이 가서 제 통장으로 받던지 아님 아빠 통장으로 받아서 그 통장이랑 도장을 저보고 가지고 가라고 하시더라구요 아빠 돈 주면 안된다고..돈 다 날린다고..
집 사기로 하신분도 같은 동네분이라 아빠 상태도 아시기 때문에 아빠한테 돈 주기 겁난다고 저보고 받아서 집을 구해주든 병원에 보내든지 하라고 하시구요
근데 제가 그 돈을 가지고 가면 분명 아빠가 난리를 칠텐데..
지금도 제가 받기로 한 잔금 저한테 못준다고 매일 전화해서 소리지르고 욕하시거든요
아빠 성격상 제가 그 돈을 관리한다고 가지고 가면 경찰에 신고 할거 같거든요
딸리 돈 훔쳐갔다고..만약 경찰서에 신고를 하게 되면 저 절도죄가 되는건가요?
지금 치매 환자시라 돈 가지고 있으면 안되는데..
경찰한테 전화가 오게 되면 지금 상황을 설명 해주면 괜찮을까요?
괜히 절도니 뭐니.. 일이 커질까봐 겁나네요","안녕하세요. 서울지방변호사회-네이버 지식iN 상담변호사 박세원 입니다.


우선 질문자님께서 현재 힘든 일을 겪고 계신 점에 대해 위로의 말씀부터 올립니다.


1. 아버지 재산에 대한 관리부분


아버님게서 현재 치매 진단을 받으셨다고 하셨으므로, 아버님 스스로 재산을 관리 할 수 있는 능력이


현저히 결여된 것으로 파악됩니다.


이 경우 그 재산을 보전하기 위하여 ""아버님의 치매 진단""을 이유로 하여 성년후견개시 심판 청구를


가정법원에 하셔야 합니다. 법원에서 그 심판청구를 받아들이면, 후견인이 지정되고, 그 후견인이


아버님(피성년후견인)의 재산을 관리하게 됩니다.(민법에서 지정한 법정대리인이 됩니다)


따라서 재산보전을 위해서는 ""민법상 성년후견제도""를 이용하셔야 할 것 같습니다.


2. 절도죄부분과 관련하여


사실관계 내용이 다소 부족하여 실제 절도죄가 성립될지에 대해서는 불분명하나,


만약 절도죄가 성립된다 하여도 형법상 ""친족상도례""라는 제도에 의하여


따님이신 질문자님이 아버님을 피해자로 하는 절도죄를 범하였다 할지라도


검찰청에서는 법원에 공소제기(처벌을 구하는 행위)를 할 수 없습니다.




아무쪼록 본 건이 원만하게 해결되기를 바라겠습니다."
소액 소송,"수고가 많으십니다...
저는 법을 잘 모르고, 모르고 살아도 별 불편함이 없이 살아온 사람입니다
짧게 설명드리면 무슨 소액(?) 소송을 했습니다. 결과 사진처럼 판결을 받았는데요
판결 받으면 다 끝나는 줄 알았는데 결과적으로 해결된거 없더라구요
상대는 현재 주소지에 없는걸로 나오고요...재판도 저만 출석했습니다.

제가 이 판결을 받았을 때 현실적으로 취할수 있는 것들이 무엇이 있는지 궁금합니다
그리고 그 조취를 취할때 돈이 든다고 하던데 얼마나 드는지도 궁금합니다
소송비용도 피고 부담이라고 하던데 어디까지 받아 낼수 있을주 궁금하네요
첨에 인지대랑 뭐뭐해서 7만 얼마 들어가고..
법원 왔다갔다 하는 비용이랑 회사 연차낸거랑은 못받겠죠?
그정도는 힘들더라도 인지대랑 비용 이자등은 받고 싶습니다
사람이 괘씸해서요...
딱지 붙히는거(?) 그거는 주소지에 사람이 없다고 하는거 같아서
통장에 테클거는거(법적 용어를 몰라서..) 그거라도 하고 싶은데
이미 다른 사람이 걸어놨으면 저는 해도 소용이 없는지 또 그 비용은 얼마나 드는지 궁금합니다

바쁘실텐데... 상담 부탁드립니다 ^^


- 관할법원
- 진행사항(1심,2심,3심)
- 청구금액","안녕하세요. 서울지방변호사회-네이버 지식iN 상담변호사 박세원 입니다.


우선 질문자님께서 현재 곤란한 일을 겪고 계신 점에 대해 위로의 말씀부터 올립니다.


재판에서 승소한 이후에는 질문자님께서 올리신 위 판결문을 가지고 강제집행을 할 수 있습니다.


판결문에 기재된 상대방의 주소지가 현재 상대방이 실제로 거주하는 주소지와 다를 경우


위 판결문을 첨부하여 상대방의 주민등록초본을 발부 받아 주소지를 특정하실 수 있으며,


상대방이 그 주소지내에서 소유하고 있는 유체동산 또는 상대방 명의로 된 부동산 및 통장 계좌 등에


대하여 압류조치를 할 수 있습니다.


또한, 차후 판결문 주문 2번에 기재된 바와 같이 지출하셨던 각종 인지대, 송달료, 강제집행 비용 등


소송비용도 별도로 청구하실 수 있습니다.


통장압류가 이루어진 경우 다른 압류 채권자와의 경합을 검토하여 실제로 얼마만큼을 배당받을 수


있는지를 알 수 있을 뿐, 현재 상황에서는 실제 배당액에 관하여 알기가 어렵습니다.


나아가, 비용적인 문제는 강제집행 신청 시 발생 되는 수수료 및 실제 집행에 나아갈 경우 발생되는


개문비용 등이 있으며, 위 수수료는 약 2-30만원 가량 되며,


관할 법원마다 각 상이 하므로 관할 법원에 직접 문의하여 보시는 것도 좋은 방법이라 판단됩니다.


아무쪼록 본 건이 원만하게 해결되기를 바라겠습니다."
리모델링후 공자 잔금을 안주는데 어떻게해야하나요,"공사를하고 이것저것 트집잡으면서 잔금을 안줍니다
마음에 안드는 부분 가서 as해주겠다해도 전화도 안받고 통보식으로 문자만 보냅니다
어떻게해야 받을수있나요","안녕하세요. 서울지방변호사회-네이버 지식iN 상담변호사 박세원 입니다.


우선 현재 질문자님께서 곤란한 일을 겪고 계신 점에 대해 위로의 말씀부터 올립니다.


리모델링 공사를 모두 완료하였음에도 공사대금을 지급하지 않는다면,


계약서, 공사를 마쳤다는 점을 입증할 수 있는 자료 등을 준비하셔서


법원에 민사소송을 제기하셔야 합니다.




질문자님께서 작성하신 글 만으로는 구체적인 사실관계가 불명확하여


더 자세한 답변을 하지 못하는 점 양해바랍니다.


변호사 사무실 또는 법률구조공단을 통하여 보다 더 구체적인 상담 받아보시기를 권합니다."
아무래도 깡통전세인거 같은데 어떻게해야 할지 모르겠어요 ㅜ,"구미에 작은 아파트에 전세로 들어가 있습니다

최근 지역문제 때문에 아파트시세가 많이 떨어직고 있는 실정입니다.

입주시 전세 9500에 들어가서 현재 5월말 만기입니다.

직장문제로 대구로 가야할 상황이라 주인에게 미리 알려주려고 하니 시세가 많이 떨어져서 전세금 반환을 

못하겠다고 법적으로 해결하라는 식으로 말을 하고 있습니다.

현재 전세시세가 7000으로 형성되어 있는데 알아보니 7000을 받기도 힘들껄로 보이네요.

아마도 민사소송을 진행야할꺼 같은데...소송이 진행 되게 되면 거주지 문제도 있어서....

현재 그대로 거주를 하면서 소송을 진행하려고 생각중입니다.

그런데 전세자금 대출도 물려있는 상태라서 대출연장을 해야 될 상황이에요.

대출연장을 하고 소송을 진행해도 될까요?

뉴스에서만 보던 깡통전세가 나에게 일어나다니 정말 멘붕상태네요.

두서없이 질문드리지만 조금이나마 도움이 되시는 말씀을 주신다면 큰도움이 될꺼 같습니다.

답변부탁드립니다. ","안녕하세요. 서울지방변호사회-네이버 지식iN 상담변호사 박세원 입니다.


우선 질문자님께서 현재 곤란한 일을 겪고 계신 점에 대해 위로의 말씀부터 올립니다.


세입자 입장에서 임대차 계약이 종료되었음에도 집주인이 보증금을 돌려주지 않아


곤란한 일을 겪는 경우가 많습니다.


이 경우 세입자는 주택임대차보호법에 따라 ""임차권등기명령""을 신청할 수 있습니다.


임차권등기명령이 받아들여져 해당 주택 등기부등본에 위 사실이 기재되었음에도 집주인이 보증금을


돌려주지 않는다면, 이후 민사소송을 통하여 보증금반환청구의 소를 제기하여야 합니다.


전세자금 대출이 있는 상황이라면, 이에 대하여는 해당 금융기관과 상의하심이 좋을 거라 판단됩니다.


금융기관이 대출해 준 보증금 부분은 궁극적으로 금융기관이 반환받을 주체이기 때문에


해당 금융기관에서 법적 조치를 취할 것입니다.




아무쪼록 이 일이 원만하게 해결되길 바라겠습니다."
지급명령신청서 질문입니다,"임대차 보증금 반환에 관한 지급명령입니다

그리고 임차권등기 완료 후 이사하고 전입신고까지 한 후에 지급명령신청서 낼려고 하는데요

이때 신청서에 채권자 주소를 뭘로 써야 하나요?

임대차 계약서 상의 주소를 써야하는지... 이사한 후의 주소를 써야 하는지...?

그리고 임차권등기 같은 경우 신청자와 피신청인 둘다 우편을 받았는데

지급명령도 똑같은가요? 아니면 피신청인..즉 채무자만 받게 되나요?

제가 우편을 안받는 상황이면 그냥 계약서 상 주소를 써도 될거 같은데...


마지막으로..이자 청구할려면 이사하고 열쇠반납까지 해야 하는걸로 아는데요

저 같은 경우 임대인이 고의로 회피하면서 제 전화번호를 수신차단 해버렸습니다..

그래서 이사하고 관리실에 열쇠 맡기고 카톡(이건 아직 차단했는지 여부 모릅니다)으로 남기거나..

이것마저 수신차단했으면..제 가족 핸드폰으로 문자로 관리실에 열쇠 맡겼으니 찾아가라고 보내놓으면

저는 주택 인도를 했다고 할수 있나요?

지급명령신청시 이 부분도 증거자료로 제출을 꼭 해야하나요?

직장 관계상 자꾸 왔다갔다 하기 힘들어서... 보정명령 없이 한번에 처리할려고 합니다....도와주세요","안녕하세요. 서울지방변호사회-네이버 지식iN 상담변호사 박세원 입니다.


우선 현재 질문자님께서 곤란한 일을 겪고 계신 점에 대해 위로의 말씀 올립니다.


1. 질문자님께서 신청인의 지위로 지급명령을 신청하실때에는


현재 살고 계시는 주소를 기재하셔야 합니다.


이후 상대방(집주인)이 그 지급명령 신청에 이의를 제기하여 소송으로 전환 될 경우


질문자님께서 소송으로 전환됨에 따른 각종 인지세를 추가로 납부하셔야 하기 때문에


위 내용이 담긴 보정명령서를 받으시기 위해서는 현재 실제로 거주하시는 집주소를 기재하셔야 합니다.


(전자소송을 신청하신 경우라 할지라도, 향후 판결문을 송달받기 위해서 현재 주소지를 기재하시는게


좋습니다.)


2. 지급명령이 신청된 경우 우선 상대방(집주인)에게 그 내용이 담긴 우편이 송달되며, 질문자님께는


별도의 우편이 도달하지는 않습니다. 다만, 1번에서 말씀드린바와 같이 상대방이 지급명령에 대한 이의


신청을 하여 소송으로 전환될 시 필요한 보정명령서 및 상대방의 답변서 등이 질문자님께 송달됩니다.


(따라서 현재 거주하시는 주소를 기재하심이 바람직합니다.)


3. 임차권등기명령을 신청하시어 해당 주택 등기부등본에 그 사실이 기재되었다면, 질문자님께서


아시는바와 같이 그 주택을 임대인에게 현실로 인도한 날 이후부터 보증금에 대한 법정이자가


가산됩니다. 주택을 현실로 인도하였다는 점에 대한 증명은 말씀하신바와 같이


그 집에서 이사를 나가고,  열쇠를 모두 관리실에 맡겼다라는 내용이 담긴 문자메시지를 발송하시거나,


조금 더 확실하게는 임대인이 현재 거주하고 있는 주소지로 내용증명우편을 보내는 것이 바람직합니다.


4. 지급명령 신청 시에도 해당부분을 증거로 제출하시는게 좋습니다.


(차후 소송으로 전환된다 하여도, 지급명령 신청시 제출한 증거가 모두 소송단계로 자동 이전 되기때문에


추후 단계에서 중복적으로 제출할 필요가 없습니다.)




작성하신 글 만으로는 명확한 답변이 다소 어려울 수 있습니다. 변호사사무실 또는 법률구조공단에 방문


하시어 조금 더 구체적으로 사실관계를 말씀하시고 도움을 받으심이 타당하리라 판단됩니다."
월세 보증금 반환소송,"제가 2년전에 창고를 임대하여 보증금 7000만원에 월세 1000만원으로 사용중입니다.
계약이 2018년 5월31일날 종료가 되는데 3월 19일날 집주인으로 부터 전화가 왔습니다.
집주인은 재계약의사가 없고 제가 나가면 집주인이 직접 창고를 사용한다고 나가달라고 해서 알았다고했습니다. 그리고 최대한 빨리 나갈수록 좋다며, 5월이나 6월까지는 나가달라고 했습니다.
이 통화내용은 현재 제 핸드폰에 녹취가 되어있는 상황입니다.
그래서 전 다음날인 3월20일날 다른 창고를 알아보고 5월1일자로 계약을 했고 입주하기로 했습니다.
그리고 바로 전 집주인에게 이 사실을 알렸고 4월말일까지 나가겠다고 했는데
집주인이 갑자기 계약내용을 애기하면서 계약이 5월31일까지로 되어 있으니 5월31일까지 제가 창고를
사용해야하며, 그 전에 나가더라도 집주인은 5월31일자까지 제가 창고를 사용하는것으로 간주해서  임대료를 제외하고 남은 보증금을 돌려주겠다고합니다.
이 경우 저는 5월31일까지 창고를 사용해야하는것인가요?
집주인은 분명 저에게 빨리 나갈수록 좋고 5월이나 6월까지는 나가야 된다고 했습니다.
5월31일까지 창고를 사용하고 나가야 된다는 말은 전혀 없었구요
그럼 5월1일자로 제가 나간다고 해도 되는거 안닌가요?
집주인 말대로 제가 4월말까지 나가고 집주인은 5월 한달치 월세는 제외하고 저에게 보증금을
돌려주어도 되는건가요?
전문가님들에 답변 부탁드립니다. 

     ","안녕하세요. 서울지방변호사회-네이버 지식iN 상담변호사 박세원 입니다.


우선 현재 질문자님께서 곤란한 일을 겪고 계신 점에 대해서 위로의 말씀 올립니다.


임대차 계약서 상 계약 만료일이 2018. 5. 31. 이라면 당사자는 그 내용에 따라야 하지만,


종료 이전에 당사자 사이에 계약을 해지하기로 합의를 하였다면 계약을 해지하기로


합의한 날에 계약은 종료됩니다.


예컨대, 녹취록 상으로 질문자님께서 ""2018. 4. 30.까지 쓰고 창고를 비워주겠다.""


라고 한말에 임대인이 ""알겠다. 그렇게 하시라."" 라고 하여 양 당사자 사이에 의사가 일치하였다면


2018. 4. 30.까지 계약은유효하고 질문자님께서는 임대인에게 2018. 5.분 월세를 지급할의무는 없습니다.


오히려, 질문자님께서 2018. 4. 30. 이후에 실제로 창고를 모두 비워주고 임대인에게 통보까지 하였으나,


그럼에도 임대인이 질문자님께 보증금을 반환하지 않았다면


임대인은 질문자님께 위 보증금 7000만원 및 이에 대한 법정이자(2018. 5. 1. 부터 보증금을 지급하는 날


까지)를 가산하여 지급하여야 합니다.


다만, 녹취록 상 2018. 5. 31. 이전에 계약을 해지하기로 한 사실이 불분명 할 경우


계약서 내용대로 2018. 5. 31.까지는 계약이 유효하므로, 계약 종료 이전에 비우시더라도 질문자님께서


임대인에게 2018. 5. 31. 까지의 월세를 지급하셔야 합니다.




쓰여진 글만으로는 명확한 사실관계를 파악하기 어려운 점이 있습니다. 조금 더 정확한 상담을 위해서는


변호사 사무실 또는 법률구조공단 등에 방문하시어 구체적으로 상담받으시길 권합니다."
일용직 못받은돈,"신랑은 제가 임신된 사실을알고난뒤 직장을 구하려고 이리저리 뛰어다녔지만 당장 마땅한일을 찾을수없어서 하루하루 현금을주는 일용직을 다니게됬습니다. 임신기간동안 일용직을 다녔고 돈은 잘모이지는 않았지만 생활하는데는 큰문제는 없었습니다. 막달쯤될때 신랑일하던 일용직에서 신랑한테 아파트현장에서 일을보냈고 거기현장에선 신랑이 눈치껏일을 잘해주니 매일나오라고 하였고 야간근무까지 시켰습니다. 신랑은 시키는일 마다하지않고 다했습니다. 아파트 현장일은 한달뒤 돈이 나온다고해서 그동안 저희는 돈이없어서 카드로생활하였고 몇일뒤 전 출산을하였는데..병원비 조리원비 등등..돈이 엄청깨졌습니다. 당장 돈이없어서 이리저리 돈을빌리게됬고 카드를 더만들어서 카드까지 돌려쓰게되버렸어요...
이건 아니다싶어 신랑한테 돈을 일부라도받아보자해서 찾아간 일용직사무실에선 자기들도 돈을못받았다고 신고하고싶으면 하라는식이고 너무 뻔뻔했 습니다.
34일된 갓난아기한테 들어갈 돈도만만치않고 생활비 공과금도 밀리고..하루하루 죽을지경입니다.
지금은 싡랑이 다른일을 하고있지만 당장에 돈이없어서. 당장먹고살아야되는데 미칠꺼같습니다..
어떻하면좋아요.. 가난하고 가진거없는 우리한테 이런일이생기니깐 정신병걸릴꺼같고..자꾸생각하면 화나고 아기쳐다보면 불쌍하고..
경찰에신고하면 민사로 가나요?
가난한사람들한테 이러는거 천벌받을꺼에요..
진짜 일시켜놓고 아무리 일용직이라지만 너무하네요
받을수있는방법있을까요?","안녕하세요. 서울지방변호사회-네이버 지식iN 상담변호사 박세원 입니다.


우선 현재 질문자님께서 힘들고 억울한 일 겪고 계신점에 대해 위로의 말씀 올립니다.


일용직 근로라 하셨는데, 이 경우 흔히 접하는 ""인력소""를 통하여 현장을 소개받아 가셔서 일을 하셨는지,


현장과 직접 일용직 근로계약을 체결하셨는지가 불분명하나,


어느 경우이건 해당 근로일에 출근하셔서 정해진 근로시간을 채워 근로를 하셨다면 이는 당연히


하루 해당 임금을 받으셔야 하는 것이 맞습니다.


다만, 상대방이 돈을 주지 않으니 문제가 되는데,


경찰에 신고한다하여 민사로 가는 것은 아닙니다.


현재 질문자님의 남편분께서 하실 수 있는 조치는


1. 지방노동위원회에 임금체불 신고를 하실 수 있고,


2. 법원에 못받으신 금액을 지급하라는 소송을 하실 수 있으시며,


3. 처음부터 인력소 소장 또는 근로현장감독관이 돈을 줄 생각도 없이 근로를 지시하였다면 사기죄로,


근로현장에서 인력소로 하루 일당을 전달하였는데, 인력소에서 그 일당을 남편분께 주지않고 중간에서


가로챘다면(소위 삥땅) 횡령죄로 경찰서 또는 검찰청에 고소할 수 있습니다.


1번 조치는 지방노동위원회를 통한 해결방법이고,


2번 조치가 우리가 아는 ""민사적 조치"" 입니다.


3번 조치가 ""형사적 조치""인데,


3가지 모두 동시에 진행할 수 있습니다.  다만 유념하실 것은 3번 형사조치를 하신다고 하여 실제로


밀린 일당을 받을 수 있는 것은 아닙니다. 밀린 일당을 받기 위해서는 1번 또는 2번 조치를 하셔야 합니다


위 조치를 하시기 위하여는 단순히 해당 기관에 전화로 또는 방문하시어 말로 하는 것이 아니라


정식 서류를 작성하셔야 합니다. 서류 작성에는 해당 증거도 필요하구요.


통상 남편분이 해당일에 출근하여 정상적인 근로를 마쳤다는 점이 입증되면 1, 2번 조치는 가능하나,


3번조치는 기타 다른 증거들이 필요합니다.


남편분과 잘 상의하시어 적절한 조치 취하시길 바랍니다."
도로교통 방해로인한 민사소송,"저희집마당을 주차장으로 쓰는중인데
옆집에서 고의로 차돌리기힘들어라고 돌을놓아서 차를 못돌리도록 행사하였고 차를돌릴려고 돌을 치울려고 건들면 손도못되도록 큰소리를 쳤고
이돌은 20 일간 저희주차장에 방치되어서 포터와 다른차가 못다니게했고 이로인해 무거운짐을 손으로 다 운반하고 차도주차하지 못하게 되었습니다
측량을 하기전날 돌을 치웠고 측량후 우리땅에 돌을놓고 권리행사를했습니다

교통방해죄 성립되는지요?

민사소송으로 갈경우 손해배상청구를 해야하는데
저희가 주차못하고 짐차못불러서 가족들이 3일간 일일이 이사를다했는데 손해배상청구는 못하는지요?

저희마당이 10평정도 되는데 마당진입로에 차가들어가기힘들도록 고의로 돌을놓고 자신의땅이라우기며 권리행사를 한것입니다","안녕하세요. 서울지방변호사회-네이버 지식iN 상담변호사 박세원 입니다.


우선 질문자님께서 현재 힘든일을 겪고 계신점에 대해 위로의 말씀을 올립니다.


1. 교통방해죄 성립여부


교통방해죄가 성립되기 위해서는 ""일반 공중의 왕래에 공용된 장소로서 특정인에 한하지 않고


불특정 다수인 또는 차마가 자유롭게 통행할 수 있는 공공성을 지닌 장소"" 에 방해행위가 있어야 하는데,


질문자님의 글 상으로는 불특정 다수인이 자유롭게 왕래 하는 곳이 아닌 ""개인 소유 마당"" 일부에


돌을 올리는 등의 행위라고 이해되므로, 질문 하신 내용만으로는 교통방해죄가 성립되기는 어렵다고


판단됩니다.


2. 손해배상 청구 가능여부


손해배상 청구를 하시기 위해서는 상대방의 위법한 가해행위로 인하여 손해가 발생 되어야 하는데,


질문 내용상으로 가족분들께서 직접 이사짐을 옮기심으로 인하여


구체적으로 어떠한 손해가 발생하였는지가 불분명 합니다.


손해라 함은 상대방이 질문자님 소유 마당에 무단으로 돌 등을 올려둠으로 인해


어떠한 재산상 손실이 발생하여야 하는데, 예컨대 상대방이 돌을 무단으로 둔 행위로 인하여


통행 중 부딪혀 다쳐서 치료비가 발생하였거나, 주차 중 차량이 부딪혀 수리비용이 나왔다거나, 


마당을 주차장으로 사용할 수 없게 되어 다른곳에 주차함으로 인하여 불필요한 주차비가 지출되었다


는 등 구체적인 재산상, 금전상 손실이 발생하여야 합니다(물론 이 경우 고의로 차량을 부딪힌다는 등의


행위가 있다면 배상 받는데에 있어 액수가 많이 줄어들게 됩니다).






계속적인 방해행위가 있을 시 민사상 방해배제청구 및 손해액수를 입증하여 불법행위에 기한 손해배상


청구 및 단순히 돌을 두는 것은 넘어서 질문자 님의 마당에 무단으로 돌담을 쌓는 등 토지의 경계를 침범


하는 행위를 할 경우 형사상 경계침범죄로 고소가 가능하오니 이 점 참고하시기 바랍니다."
문서제출명령,"피고가 서증낸건 바로 확인하면서
문서제출명령 발송된건 확인을 안하네요
확인안하는 무슨 꿍꿍이가 있나요","안녕하세요. 로시컴-네이버 지식iN 상담변호사 임다훈 입니다.
문서제출명령은 송달받은 날부터 보유한 문서를 제출할 의무가 생기므로,
이를 지연시키기 위한 의도 정도로 파악할 수 있겠습니다.
송달받지 않아도 1주일이 지나면 송달간주되므로 특별한 의미는 없겠습니다."
대여금청구소송과 부당이득금반환청구소송과 관련하여..,"A라는 사람에게 돈을 빌려주었는데 이사람이 본인이 신용불량자라 본인통장을 못쓴다며
B라는 사람의 통장계좌번호를 알려주었고 B씨에게 돈을 입금하였습니다.
이후 돈을 받지못하였고 A라는사람을 형사고소 하였지만 배째라는 식으로나와
A는 벌금형을 받았고 저는 B( 통장주인) 에게 대여금청구소송을 했습니다.
이미 전자소송으로 소송진행중인상황에서 통장주인이 답변서를 제출했더라구요
아직 답변서내용은 모릅니다 스캔중이라고 나오더라구요

질문: 뒤늦게 부당이득금반환청구소송이라는 것을 알았는데
제가 모르고 대여금청구소송을 해버려서요..
현재 대여금청구소송 진행중이고 10.13일에 변론기일이 잡혔는데
이를 부당이득금반환청구소송으로 변경할수있나요?
변경가능하다면 어떻게 해야하는지 자세히 알려주세요
부탁드립니다 ㅠㅠ","안녕하세요. 로시컴-네이버 지식iN 상담변호사 임다훈 입니다.
변경 안해도 판사가 알아서 판단해줄 수도 있고,
변경하려면 '청구원인 변경신청서'를 작성해서
기존 대여금 청구를 부당이득반환청구로 변경한다ㅡ고 간단히 적어서 제출해도 됩니다."
채권 확정 판결을 받고 싶습니다.,"A는 B에게 대여금을 빌려주었고 이를 명목으로 B소유의 토지에 근저당권을 설정해 주었습니다.


그 토지는 현재 가압류 등으로 사실상 불안정한 상태이며, 다른 여러 상황과 문제가 될 가능성이 있습니다.


이러한 관계로 공정증서나 다른 문제보다 별도의 판결문을 받아 채권을 확정 지어놓고 싶습니다. 

(더불어 이자까지도 계산이 되는 부분으로) 


1. 상환일은 지정해 놓지 않았습니다. 

2. 법원에 확정 판결문을 받고 싶으면 어떠한 명의로 소송을 하여 확정 판결을 받을 수 있을까요?
  ( 대여금 청구소송? 대여금 지급 소송? )

 3. 상대방과는 판결문을 원하면 소송을 하면 본인은 받아들여주겠다고 한 입장 입니다.

 4. 대여금에 따라 변동은 될 수 있으나, 대략적인 소송비용 계산법이 궁금합니다. 

 ","안녕하세요. 로시컴-네이버 지식iN 상담변호사 임다훈 입니다.
1. 차용증에 상환일을 기재하지 않았다면 기본적으로 기한 없는 채무이니, 
상대방에게 내용증명 등을 보내며 먼저 지급을 촉구해야 변제기가 도래합니다.
2. 대여금청구소송입니다. 
상대방이 특별히 다투지 않는 경우에는 소장 접수하고, 판결 나오는데에 약 3~5개월 예상합니다.
3. 소송비용은 인지액 + 송달료입니다.
소가에 따라 계산방법이 다르지만,
대여금이 1억이라면, 인지액 약 40만원 + 송달료 7만원 정도 됩니다. 
그리고 상대방이 다투지 않을 것이 확실하다면,
지급명령을 신청하는 것이 더 저렴합니다. 
대여금이 1억이라면, 인지액 약 4만원 + 송달료 6만원 정도 됩니다.
---
본 상담은 질문에 나타난 내용만으로 이루어진 것이므로, 자세한 사실관계에 따라 결과가 달라질 수 있습니다. 인터넷 상담만으로는 한계가 있으므로 더 궁금하신점이 있으시다면 유선으로 문의주시기 바랍니다. 친절히 상담해 드리겠습니다. "
"착오송금, 소송중","착오송금으로인해 부당이득반환소송진행중인데

시간은 오래걸리겠지만 소송진행중이구요 

이소송 승소하면은 돈 돌려받을수있나요??

승소후에도 상대방쪽에서 돈안돌려준다고하면 어떻게되는거죠?","안녕하세요. 로시컴-네이버 지식iN 상담변호사 임다훈 입니다.
1. 판결받고 해당 계좌 압류, 추심 받으면 됩니다.
2. 기타 다른 재산에 대하여도 강제집행 가능합니다.
---
본 상담은 질문에 나타난 내용만으로 이루어진 것이므로, 자세한 사실관계에 따라 결과가 달라질 수 있습니다. 인터넷 상담만으로는 한계가 있으므로 더 궁금하신점이 있으시다면 유선으로 문의주시기 바랍니다. 친절히 상담해 드리겠습니다. "
소액소송/지급명령,"안녕하세요.
받지못한 돈이 있어서 소송을 진행하려고 합니다.
워낙 소액이어서(400만원) 어디 의뢰하면 배보다 배꼽이 커지는 상황이라
나홀로소송을 하려고 합니다.
민사소액소송이란게 소액소송하고 지급명령 이렇게 크게 두가지로 나뉘는 것 같은데
제가 알아본 바로는 기간은 지급명령이 훨씬 짧으나 채무자측에서 이의신청하면
소액소송으로 전환된다는데 맞나요? 
제 지인은 소송까지 갈거없이 소송과 동시에 가압류신청해서 통장압류하면
채무자쪽에서 먼저 변제해버릴테니 그때 소 취하해버리면 된다는데 
이건 또 무슨소리인지??
소액소송/지급명령 이렇게 두종류있는줄 알았는데 가압류라는 절차도 있나요??


그리고 소액소송이든 지급명령이든 규모있는 소송이 아닌 제것처럼 그냥 스쳐지나가는
수많은 소송같은건 모든 절차가 대법원사이트에서 확인가능하고 대응도 가능한가요?
즉 법원에서 시정명령을 하거나 답변서제출등을 요구하면 이런 요구사항을
대법원사이트에서 확인이 가능하고 또 대법원사이트에서 처리가 가능한지요?
따로 우편을 받아서 확인하고 그에 대한 답변을 우편을 통해서 보내야만 하는건 아니죠?

소송에 대해 아는게 별로 없어 질문이 두서없이 길어졌네요.
답변 잘부탁드립니다.","안녕하세요. 로시컴-네이버 지식iN 상담변호사 임다훈 입니다.
1. 지급명령신청후 상대방 이의제기시 본안소송으로 전환됩니다.
2. 지급명령신청 + 이의제기시 민사본안소송 모두 전자소송으로 가능합니다.
---
본 상담은 질문에 나타난 내용만으로 이루어진 것이므로, 자세한 사실관계에 따라 결과가 달라질 수 있습니다. 인터넷 상담만으로는 한계가 있으므로 더 궁금하신점이 있으시다면 유선으로 문의주시기 바랍니다. 친절히 상담해 드리겠습니다. "
목줄안한 강아지한테 물림사고,집근처 공원에서 강아지산책중에 목줄안한 말티즈가 달려와서 제 허벅지를 물었습니다. 이전에도 강아지를 물뻔했습니다. 통화시 제대로된사과도 없고 그이후 연락도 부재.. 목줄과태료부과시 담당공무원이 현장사진찍어야 부과가능하다네요. 병원비청구와 사과받을려했는데 잡수타서 넘 분해요. 경찰에서는 민사소송가능하다고만하네요. 연락처밖에모르는데 민사소송가능한가요? 소장작성비용과 소송시 비용문의드리고 제가 준비해야될부분이나 자문 부탁드립니다.,"안녕하세요. 로시컴-네이버 지식iN 상담변호사 임다훈 입니다.
강아지 때문에 많이 놀라셨을 것 같습니다.
아래와 같이 답변드리니 참고하시기 바랍니다.
1. 상대방의 이름, 주소를 모르더라도 휴대폰 번호를 알고 계시면 상대방에게 민사소송을 제기할 수 있습니다.
다만, 소송 제기후 통신사에 사실조회신청 등을 통해 상대방의 인적사항을 확인해야 해서 시간이 조금 더 걸릴 수 있습니다.
2. 상대방에게 질문자님이 지출하신 병원비 + 위자료를 청구하실 수 있고,  
상처부위 사진, 진단서, 진료비 영수증 등이 있으면 소송제기하는데 도움이 될 것 같습니다.  
기타 비용 부분은 별도로 연락주시면 친절하게 상담해드리겠습니다. 
감사합니다.  "
