제목,본문,답변
바로옆 가게 행위 소송 가능한가요,저는 자동차 튜닝샵을 운영하는 사람입니다바로옆가게는 타이어 가게이고요 그런데 어느날 보니 제가 판매하는 블랙박스와 똑같은 모델을버젓이 판매하고 있더군요 가격을 보니 도매가에서 2만원 더 올려서 팔더군요아니 바로옆에서 이렇게 팔면 정상가에 파는 나 죽으라는거 아닙니까 양아치인건 알았는데이정도일줄은 몰랐습니다 이거 소송가능한가요,안녕하세요 로시컴네이버 지식 상담변호사 고민수 입니다아니 바로옆에서 이렇게 팔면 정상가에 파는 나 죽으라는거 아닙니까 양아치인건 알았는데이정도일줄은 몰랐습니다 이거 소송가능한가요 상도의가 어긋나는 행위일 뿐 법적으로 책임을 묻기는 어렵습니다
내공100,건물 임대 방식으로 모텔 운영 중당초 계약 조건과 다른 운영환경 때문에계약 기간 만료전에 계약취소를 위해 민사 소송을 위한변호사를 선임하였습니다그런데 소송 중 부동산을 통해 다른 임대인을구해 인수인계하여 상황이 정리되어보증금 등에 손해가 조금 발생하였지만소송은 취하를 하였습니다그런데 변호사 사무실에서 취하 전 조정 합의서를꼭 써야한다고 하더니 소송 덕분에 합의에 이른 것이니계약서에 기재한 소송성공료 천만원을 재차 요구하고있으며 지급 독촉장 까지 발송을 합니다소송 중 착수금과 진행금으로 600만원을 변호사에게기지급 하였고 기타 식대 등도 많이 지출 했음에도이러한 경우 변호사 사무실측 요구를 들어주는 것이 맞는지지급 하지 않아도 된다면 어떠한 법률에 근거하는지궁금합니다 경험 많은 변호사님의 해답 기다립니다,안녕하세요 로시컴네이버 지식 상담변호사 고민수 입니다귀하와 선임된 변호사와 작성된 계약서에 합의의 경우도 승소로 간주한다는 약정이 있을것입니다법적으로만 본다면 귀하가 지급해줘야할 의무가 있는 것은 맞습니다 다만 합의에 이른 사정이 있으므로변호사와 합의를 하여 원만하게 마무리하시는 것이 좋을 것입니다
민사소송 진행도와주세요,안녕하세요명품 병행 수입에 투자하면 수익이 높아 아는 지인을 통해 투자금을 넣었습니다저 뿐만 아니라 제 지인들도 넣었고 저만 빼고는 여러 번 넣고 원금수익금을 정산 받았습니다병행수입협회 회장이 하는 곳에서 공급을 받는다며 병행수입협회 회장 이름 동생 이름이사 이름까지들먹이며 이야기하여 투자하였는데 계속해서 여러 명에게 돌려 막는 기분이 들고 마지막으로 넣었을 즘공급받는 업체가 문제가 생겨 통장이 압류되었고 그것이 풀릴 때까지 당장 줄 수 없다고 하였습니다그리고 그 업체와 적은 공증이 있다며 보내줬었는데 디자인 회사에 합성을 의뢰한 내용을 실수로 보냈습니다 의심스러워 공급받는 업체에 연락을 해보니 자기들은 공급해 주는 업체라며 돈을 받고 공급만 해주지 정산해 줄 것 이 없다고 하였습니다카톡 한 내용이 전문으로 있고 돈을 주고받은 내역이 있습니다민사소송을 통해서 원금과 수익금까지 다 받을 수 있는 건지 그 사이에 제 지인들이저를 통해 원금수익금을 정산 받은 금액 때문에 원금도 받지 못하는 건지 문의드립니다현재 1월에 워드 파일로 작성한 투자 계약서가 있고 그 투자 계약서를 주고받은 카톡 내용이 있습니다투자 계약서의 금액은 훨씬 모자란 금액이고 그 뒤에 주고받은 금액과 받을 금액은 카톡에 적혀 있습니다자기는 파산을 할 테니 민사소송을 하라는 식인데 어떻게 대처해야 할지 모르겠습니다,안녕하세요 로시컴네이버 지식 상담변호사 박세우 입니다각종 기망행위 및 정황으로 보아 사기죄 사안이므로 형사고소를 하셔야 합니다 민사소송 후 승소해도 말씀대로 파산하면 돈 못받습니다형사판결로 고의사기 인정받으면 파산진행되도 이의 가능합니다원금 이하 받지 못한 사람만 사기죄 고소가능합니다더 궁금한점 있으시면 문의주십시오 01099299997
전 남친에게 빌려준 돈 받을 수 있는 방법 있을까요,결론부터 말씀드리면 전남자친구가 5년전부터 꾸준히 돈을 빌려가기 시작했고 한푼도 안갚은상태에서이번에는 안되겠다싶어 빌려주면서 공증사무소에서 공증을 작성했고 작성일은 3월경입니다4월부터 매달 240만원씩 2년동안 갚기로 했고 총 금액은 5760만원입니다4월에 사정이 안된다면서 갚지 않고 5월 2일 갚기로 했는데 통장이 막혔다면서 풀려면 돈이 필요하다며40만원을 더 받아갔습니다5월 2일 마지막으로 통장이 풀리면 돈을 주겠다라 카톡을 받은 상태로전화는 물론이고 전혀 연락이 되지않고 있습니다걔가 돈빌린 대부업체랑 라이더 회사에 전화해보니까 몇일전에 일도 튀고 연락두절이라서 찾고 있다고 하더군요지금 단한번도 빛을 갚지 않은 상태로 채무자가 잠적하여 이대로는 받기 힘들꺼같아 공증으로 뭐라도 해보려고 합니다제가 아직 25살이라 걔한테 다털려서 돈도없고 변호사비용이나 소송비용 등 큰돈은 부담하기가 힘듬니다 비용을 구체적으로 작성해주세요 그래도 다 받을 수 있으면 좋겠고 걔가 빌고빌어서 해준 대출까지 제가 갚고있는 상황입니다2200만원남음변호사님의 좋은 답변부탁드립니다1 제가 금전적으로 크게 안들이고 할 수 있는 신고와 비용 및 구체적인 방법을 알려주세요사기죄로 신고해야한다하면 어떻게 해야하는지 알려주세요 지식이 아에없습니다 2 강제압류 신청을 하려고 하지만 걔가 재산이 1도 없습니다 일도 째서 받을 수 있는 돈이 없는데 강제압류를 해서 받을 수 있는 방법이 있을까요 강제압류 신청하는 방법도 알려주세요 3 신고를 해서 지금 있는 대출을 걔 명의로 라도 돌릴 수는 없을까요4 나라에서 대신 피해받은 사람 돈 돌려주는 제도같은거 없을까요5 정말 만약에 걔가 자살한다면 돈이 공중분해 되는걸까요 어머니랑 통화했는데 재산상속이든 뭐든 다포기한다 하셨습니다 받을 수 있는 방법이 없을까요진짜 중학생때부터 알바해서 모은 돈인데 이렇게되니 인생 다포기하고 싶네요,안녕하세요 로시컴네이버 지식 상담변호사 박세우 입니다1 사기죄 성립 가능하면 그 방법은 고소장을 작성하셔서 경찰서에 제출하는 것입니다 인터넷에 사기 고소장 검색해 보시면 몇 가지 사례들이 있는데 그 형식에 맞추어 귀하의 사건 내용을 쓰시면 됩니다2 일단 상대방 거주지 임대차보증금에 대하여 공증증서를 가지고 압류 및 추심을 진행해보심이 좋을 듯 합니다 만약 특별한 재산이 발견되지 않으면 일단 형사고소 후 판결을 받아놓고 차후 재산이 생길때까지 기다리는 수 밖에 없습니다상대방이 젊은 사람이면 언젠가는 돈 모읍니다 그 때 이자까지 해서 급시에 추심하면 됩니다3 불가능합니다4 아쉽지만 없습니다 개인회생을 진행하시는 방법은 있습니다갚아야할 돈이 약 3분의1정도로 줄어들수 있습니다5 만약 자살하면 끝입니다 돈을 받을 수 없습니다근데 과연 자살을 할까요6 결론적으로 하실 것은 먼저 공정증서로 임대차보증금 압류 및 추심 하시고 동시에 형사고소 하시는 것입니다 또한 규칙적인 소득이 있으시다면 개인회생을 하시면 됩니다제가 최근 성공사례가 있습니다 각 비용은 사무실마다 다르지만 저는 200정도 받습니다 도움이 되셨길 바라며 도움 필요하시면 언제든지 연락주십시오 01099299997
형사에 승소 명의복구 보류시 땅주인,매매양도 사기남의땅 팜에서 승소해서 이제 민사도 걸고  명의 복구소송도 하려고 하는데아직 형사승소뿐 민사원금랑 명의무효소송은  계획중인데 오늘부터 피고인의 친척이 그땅에 사과나무를 심어서 판매를 하고 있었습니다저는 합의금 전혀 받지 못했습니다그 친척한테도 소송걸 방법 있나요현재 그땅은 누구것인가요 친척한테도 소송 걸어야 하는지 원래대로 피고인한테만 민사 걸어야 하는지저만 바보된거 같아서 답답하네요,안녕하세요 로시컴네이버 지식 상담변호사 박세우 입니다귀하 사안의겨우 원래 피고민 및 그 친적 양쪽 모두에 민사 거시면 됩니다민사 소송하시기 전에 형사판결문을 근거로 처분점유 금지 가처분을 미리 해두어야 합니다도움 필요하시면 언제든지 연락주세요 0328762256
돈 받을 수 있나요,5년전 돈을 빌려준 사람이 있습니다 금액은 천만원이구요 차용증은 안쓰고 카톡내용 통화녹음은 다있습니다 돈 받을수있나요 법적으로요,안녕하세요 로시컴네이버 지식 상담변호사 박세우 입니다증거는 충분해 보이나 상대방의 자력이 어느정도인지가 중요합니다 거주지 보증금 또는 차량 소유 여부 등을 알아보시고 만약 재산이 있을 시 가압류 한후 진행하시면 됩니다 도움드릴수 있으니 연락주셔도 좋습니다 0328762256
민사소송준비,아버지퇴직후 옛할머니집으로 삼촌께서 집좀관리를 엄마께 맞기셔서 아버지 요양 겸사겸사해서 그냥산지 10년이 넘었네요 계속 살고 계시다 아버지돌아가신후 대부업체돈 못갚으신 주인 삼촌께서돈이 급 필요하셔서 경매까지 올라간집을 아직까지 어머니가 살고 계신데요 빛을 갚아주셧어요맘약하셔서 빛을 다갚아주셨어요7000만원을 이건 은행 증거도있습니다아버지 생전 리모델링도 하셧고 4000이상들음지금의집에 살던지 매매를 하던지 하려고 하는데 빛 갚아준 돈을 돌려달라는데 안돌려주시네요이런경우는 합의도 대화도 안되어요돈을 돌려주시질 않는데 민사소송으로 저희가 좀 이길수있는 방법이 있을가요 7000만원은 받을 수 있을가요,안녕하세요 로시컴네이버 지식 상담변호사 박세우 입니다빚을 갚아 준 것이 빌려줘서 갚은 것인지 아니면 단순 증여해준 것인지가 중요합니다 살펴볼 증거가 좀 있어야 하는데 작성한 문서 또는 문자 등이 있으신지요 연락주시면 상담해드리겠습니다 0328762256
민사소송 판결기일 후 재소 가능한가요,안녕하세요 상간남소송을 받아서 판결중입니다12월쯤 원고인 남편이 소송을 했습니다 위자료 3500만원을 요구했구요저는 답변서를 제출했습니다변호사선임 하지않았습니다법원에서 화해권고가 내려왔고 위자료는 1200만원을 선고했습니다6월30일까지 지급하라고 왔었습니다그런데 2월에 원고가 이의신청을 했고 저는 그걸 모르는 상태였습니다문자로 무슨 변경기일어쩌고 하는게 왔었는데 스트레스도 많이받고 정신없이 사느라 신경을 안썼습니다그러다 오늘 낮에4월13일 전자소송으로 확인해보니 원고가 이의신청을 했고 재판변경기일이 오늘4월13일 15시50분이었습니다 전 당연히 참석하지못했고 4시쯤 문자로 판결기일이 왔더라구요5월4일제질문은 1판결이 났다면 저한테 불리한 쪽으로 다시 판결이 났을수도 있나요2판결기일 전에 재소신청을 해서 판결을 바꾸는데 영향을 끼칠수있나요3위자료를 제날짜에 갚지 못하면 어떻게 되나요4위자료가 부당하게 너무 큰 금액일 경우 어떻게 하면 되나요,안녕하세요 로시컴네이버 지식 상담변호사 박세우 입니다일단 답변서의 내용이 상간사실을 인정하시는 것인지 부인하시는 것인지가 궁금합니다 만약 인정하는 것이라면 그대로 판결받으셔도 크게 무리없는 금액입니다 이때 중요한 것이 판결금액을 지급하고 상간남에게 구상할 수 있다는 점입니다다만 최근 판결이 당사자 한쪽의 위자료만 인정하는 경우가 있고 이 경우에는 구상이 불가합니다 즉 판결 진행 내용을 검토해야 합니다 도움이 되셨기 바라오며 구체적인 상담은 따로 연락주시기 바랍니다 0328762256
형사사건 득보다 실이 많을지요,안녕하세요 형사사건에서 피해자는 무죄를 선고 했고 피고인은 형사사건에 검찰에 기소된 교통사고 건입니다피고인의 죄명은 도로교통법 위반  교통사고 처리 특례법 위반  진로변경방법 위반으로 12대 중과실에 포함 되있습니다또한 합의도 되지 않았습니다 그런데 피해자가 민사소송을 함께 걸어왓습니다가해자는 변호사를 선임하고 싶은데 주위에서 거의 이길확률이 제로 라고  이미 판결난 사건을 변호사를 왜 선임 하냐고 적극적으로 말립니다 1어떻게 해야될까요2피해자가 항소심 상고심 까지 갈경우 변호사 비용은 어떻게 되는지도 궁금합니다3피해자는 2심 상고심 까지 간다고 합니다  일부 승소라도 할 경우 변호사를 선임 할 경우 상고심 2심 갈 경우 변호비용이 너무 많이 나올까봐 걱정이 듭니다피해소송은 2000만원대 입니다 대물 민사소송상대는 포르쉐 카이엔 차량으로 2억 이상 되는 차입니다,안녕하세요 로시컴네이버 지식 상담변호사 박세우 입니다상대방이 무조건 3심 까지 간다하는데 소액소송이라 3심은 소용없고 또한 1심 판결후 금액지급하면 2심에서는 그만큼 원고패소를 받기때문에 소송비용을 오히려 물어야합니다 즉 상대방이 3심까지 간다는 말에 전혀 휘둘릴 필요가 전혀 없다는 얘기입니다한편 23심까지 전부 묶어서 부담되지않게 수임료책정도 가능합니다 연락주셔도 좋습니다 0328762256
부동산계약,집안 어르신이 경기 이천소재지 임야 5000평을 5억원에 매매계약을 했읍니다 그후 계약금 3천만원과 중도금 5천만원을 지불 후 매수인거래저에 담보제공 요구 원자재 담보로 7억설정 후 매수인 사기로 경매법사가 공시지가대로 1억 경락가 8천에 제3자에게 낙찰되었음시세는 평당 1015만원선이럴때 형사적으로 피해금액은이럴때 민사적으로 피해금액은민사는 계약서대로 5억이 피해금얙으로된다고 하는데 형사적으로 계약금액인가요아니면 감정가인가요 경락가가 되나요 만약 형사책임을 감정가대로 피해금액이 된다면 지방임야는 감정이 거의 공시지가 수준이라고 하는데 공시지가에 자신에 부동산을 팔 사람이 있을까요너무 악질적인 사기꾼이 연로하신분을 사기치고서 피해주어 형사처벌을 하려고 하는데 도움이 필요합니다형사재판에서 인정하는 피해금액이 어떤게 맞는지 변호사님 조언 좀부탁드립니다,안녕하세요 로시컴네이버 지식 상담변호사 박세우 입니다형사재판에서도 피해금액은 마찬가지로 시가 입니다5억잔금 받지 않은 상태에서 매수인 거래처에 담보로 넘길때 혹시 계약서 및 특약은 전혀 없었는지요매수인 거래처와 매수인이 서로 짜고 접근했을 가능성이 있습니다 매수인 거래처의 매수인에 대한 채권이 과연 진실인지 확인이 필요하며 그에 따라 구제가능성이 있을 것으로 보입니다 구체적인 상담 원하시면 연락주셔도 좋습니다 0328762256 차차차법률사무소
무보험 형사 사건 대물 관련 민사소송,저는 피해자 입니다대인은 현재 치료 중에 있습니다만 상대방이 무보험에 진로변경 위반으로 1000 형사사건으로 대물처리비를 민사소송에 있는데 책임보험도 없습니다 상대방은 피고인이 변호사를 선임했습니다어떻게 해야되는건가요상대방은 교통사고 특례법 위반 교통사고 도로교통법위반진로변경방법위반 입니다,안녕하세요 로시컴네이버 지식 상담변호사 박세우 입니다일단 형사재판 중이므로 귀하의 진단서를 첨부해서 탄원서를 제출하는 것이 좋습니다형사합의금을 받으시는게 좋고 만약 합의가 안될 시 민사소송으로 배상받으셔야 합니다치료비 일실수입 위자료 항목으로 청구보험이 없으므로 민사 승소후 상대 재산에 강제집행하시면 됩니다구체적인 상담 원하시면 연락주셔도 좋습니다 0328762256
빌려준돈 받을방법,저는 2015년 12월 2016년 1월 이렇게 지인안테 각각 1천만 원씩을 합 2천 만원을 사업목적으로 빌려줬습니다저도 잔금이 많이 없어 현금써비스를 받아서 두 차레 현금으로 건냈구요 따로 서류를 작성하진 않았습니다돈을 건낼때 지인은 현금써비스를 받아 보태준걸 알고 한달 이자를 20만 원씩을 주기로 했구요  이엮시구언으로 따로 서류작성은 없었습니다그리고 지인은 2016년 3월 7월 두달 1천씩의 곗돈을 받아서 주기로 약속했으라 16년  단 한 푼도 못받고 17년에서 18년사이 1200을 사정사정해서 조금씩 받은게 1200을 받았구요 19년도에서 현재까지 올해 2월초 50만 원을 5년만에 사정사정해서 받았네요 오히려 법대로 해라는 배짱에 피가 거꾸로 쏟네요문제는 이 지인은 모친의 부동산토지건물재산이 몇 십 억이 되지만 요양원에 입원중인 모친의 재산은 전부 큰형 앞으로 상속하고 운영중인 숯불한우불고기 건물엮시 큰형의 앞으로 상속을 했습니다없음 모르겠지만 가진 것도 저보다 더 많고 장사도 불황속에 유지는 하는 편입니다너무 괴심해서 남은 1200만원과 지금껏 1시간 운전해서 매번 찾아간 경비에 스트레스등 법정 이자까지 받고자하는데 어떤식으로 법적 진행을 해야 할지 전혀 모르겠네요 나홀로 소송 이런씩이라도 내일 법원가려고 합니다 상세한 방법과 답변 부탁합니다 본인명의의 입금내역 문자내역이 있습니다,안녕하세요 로시컴네이버 지식 상담변호사 박세우 입니다사안으로 보건대 증거는 충분한 것으로 보입니다 법원에 바로 가시면 안되고 소장을 작성하신 후 접수를 하셔야합니다 대법원 전자소송으로 하시면 되기에 법원에 가실 필요도 전혀 없습니다 나홀로소송보다는 저렴하게 해줄수 있는 법무사 또는 변호사를 찾아보시는게 좋을 듯합니다 저 또한 큰 비용은 받지 않으니 연락주셔도 좋습니다 0328762256
지인에게 돈 빌러주고 못받은경우 신고기간,지인에게 1000만원 넘게34년 전쯤 돈을 빌려주었습니다이래저래 미루고 미루다핑계만 늘어가고 결국 못받고 있네요양식없이 종이에 서로 싸인이 담긴돈빌려준 증거  대화에 남아있는돈빌려준 증거가 있는데민사든 뭐든 경찰에 신고해서받아낼수 있나요,안녕하세요 로시컴네이버 지식 상담변호사 박세우 입니다싸인이 담긴 증거 계좌이체내역있는 경우 대화 증거가 있다면 당연히 민사소송 가능합니다 형사고소는 상대방이 귀하를 속였다는 증거가 있어야단순히 돈을 안갚는다는 안됨 가능합니다 민사소송 하심이 좋을 듯 합니다 단순한 소송이라 저렴하게 진행가능하니 연락주셔도 좋습니다 0328762256
계약금 반환 소송 문의드립니다,저는 피고 입니다 원고에게 4천500만원을 받고 웹제작 계약을 하고 작업을 하는 중 원고의 담당자가 3차례 변경되어 담당자가 변경될때마다 작업 내용이 변경되어 예정된 기간보다 계속 길어져서 인건비를 감당할 수가 없는 상황이 되어 원고에게 잔금 처리를 하지 않으면 더이상 작업을 할 수가 없다 라고 통보를 하고 원고는 작업이 완료되기 전에 지급을 할 수 없다 하여 결국 피고가 원고에게 작업 불가 통보를 하였고 원고는 계약금 반환 소송을 제기한 상태입니다계약이 원래 6개월이였는데 그보다 8개월이 더 지체되었고기간이 지난 뒤에 담당자가 2차례 더 변경된 것입니다피고는 그 당시 작업한 모든 내역들을 가지고 있으며 당시 작업을 담당했던 직원들을 증인으로 세울 생각입니다 따라서 작업에 대해서는 저희 사정으로 미뤄지거나 한 부분이 없어서 당당한데 피고가 원고에게 이런 상황을 설명은 하였지만 작업불가 통보를 하고 일방적으로 계약을 해지를 했기 때문에 걸리는 부분이 있는데요 이런 상황일 경우 최악으로 어느 정도를 배상 해야 할까요계약서도 첨부합니다,안녕하세요 로시컴네이버 지식 상담변호사 박세우 입니다6개월 에 추가로 8개월이 추가되었다는 뜻인지요14개월 이는 채권자지체에 해당할 수 있고 이 경우 정당한 계약해제 사유가 될 수 있습니다 이 부분이 재판부에 받아들여진다면 전부 승소할 것이나 만약 그렇지 않다고 해도 귀하께서 지출하신 비용 실비를 제외한 나머지 부분만 반환을 명하게 될 수도 있습니다 변호사 선임이 필요하시면 구체적인 상담 도와드리겠습니다 0328762256
임대차 부당이득 반환소송,2007년 임대차 계약을 하고사용해오다2022년 폐업을 하고 나가는데원상복구에 관한 부분에 이견이 있습니다원래 입주시 바닥 및 천장을 제공 받지 아니한 원시 사무실 시설에 제가 천장 및 바닥을 시공하고 들어와사용하였습니다하지만 건물주는 원상복구시에 내부 철거를 다 하고바닥과 천장을 시공해 주고 나가라는 주장을 하고 있습니다이 경우 보증금에서 철거비를 제하고 바닥천장 시공비까지 제하고돌려줄 것으로 보이는데 이렇게 되면 보증금에서 남는 금액이 없습니다이런 상황이 되면 제가 건물주를 상대로부당이득 반환 청구 소송을 걸 수 있는 요건이 되는지알고 싶습니다또한 2007년 입주시 바닥 천장을 제공 받지 않았음을 증명할입증책임은 누구에게 있는지 궁금합니다오래전 일이라 공사에 관한 자료가 남아있지 않아서난처한데건물주는 회사 소유 건물이라자료가 다 있을 것으로 예상 됩니다 궁금한 것은 바닥 천장을 제공 받지 않았는데도바닥 천장까지 시설하고 나가야 하는지만약 보증금을 바닥 천장 시설비를 제외하고 돌려받았을 경우부당이득 반한 청구의 소를 제기할 수 있는 것인지그리고입증책임은 누구에게 있는지입니다 ,안녕하세요 로시컴네이버 지식 상담변호사 박세우 입니다계약서에 특별한 규정은 없다면 우리 법상 원칙적으로는 들어온 상태대로 반환하는 것이 원칙입니다따라서 입주 당시에 바닥 천장이 안되어 있었음을 입증해야 하는데 이는 귀하에게 입증책임이 있습니다증거가 없다고 하시는데 그렇다면 패소할 수 밖에 없습니다 건물주가 관련 증거를 내놓을리가 없습니다 허나 간접증거로도 충분합니다 예를 들어 귀하 전에 들어온 임차인로 부터 증거를 얻거나 또는 귀하가 맡긴 인테리어업자에게도 증거가 있을 것입니다 증거 수집부터 변호사의 도움을 받아서 하시는게 좋을 듯 합니다 0328762256
무보험책임보험교통사고 냈습니다,안녕하세요 3월11일 저녁11시쯤 제가 교통사고를 냈습니다 상대방은 전기자전거를 타고있었고 자전거도로에서 사고가 났습니다 과실다툼해도 얻을게 없을거같아 제가 100프로 과실인정하였고 피해자쪽에서 경찰에 신고한상태입니다 현재 합의를 진행하려고 하는데 제가 형편이 많이 좋지않아 원활하게 진행되지 않고있습니다  보험회사에서 책임보험으로 120만원 한도내에 지급된다고 합니다1 먼저 형사합의 부분에서 제가 만약 형사처벌로 받겠다고하면 벌금을 내면 끝인지2 피해자쪽에서 합의가 이루어지지않으면 민사소송을 진행하겠다는입장인데 어떻게 진행이되는지 자세하게 부탁드리겠습니다3 합의도 하고싶고 좋게 마무리 하고싶은데 정말 제가 형편이 안되고 집에 도움도 청하지못하는 상태이며 9월달에 군대도 갑니다  일은 시작한지 이제 한달되었습니다 합의금도 일괄로 주지 못하는 상황인데 저는 어떻게 행동하면 좋을지 몇가지 말씀좀부탁드리겠습니다추가4 그리고 하나 더 궁금한게  피해자가 병원을 두곳다녔는데 병원진다서를 제가 보는게 불법인가요  피해자가 전치가 6주 나왔고 말을 하면서 진단서를 만나서 잠시 보여주긴했는데 처음간 병원이랑 두번째 병원 진료기록서를 제가 좀 보고싶습니다  이러한 행동을 하면 안되는것인가요  또 개인정보를 제외한 의사소견서  진단명 등이 적힌부분만 제가 따로 사진으로 찍으면 안되는건가요 이유는 제가 사고낸것은 맞으나 너무 과하게 큰돈이 나가니 그만한 돈이 나간다는것을 정확하게 알고싶어서입니다,안녕하세요 로시컴네이버 지식 상담변호사 박세우 입니다1 예 12대 중과실 합의안될시 벌금으로 마무리 됩니다2 민사소송시 치료비 향후치료비 위자료 항목으로 들어옵니다 그런데 6주 진단인데 만나서 얘기를 했다는데 그리 많이 다치지 않은 듯 합니다 진단서도 요구하여 확인하는게 맞습니다주지 않으면 향후 형사재판시 볼 수 있습니다 즉 상대방이 그리 많이 다치지 않은 경우 책임보험으로 상당부분 처리되므로 결국 민사소송으로는 위자료 밖에 못 받습니다그 금액도 200 내외로 예상3 결론적으로 상대방의 상해정도를 확인하시고 합의유무를 결정하시면 됩니다도움 필요하시면 연락주세요 0328762256
명의 원상복구 민사 안해도 해준다 하는데 보류 가능할까요,허풍안내에 속아서 고액으로 명의 양도받는 사기를 당했습니다세무서에서는 형사판결문확정받은 상태임만 가져오면 명의 원상복구 해준다는데아직 피고인과 돈 문제도 하나도 합의 된게 없는데 명의만 되돌려주면  피해자원고인 저는 원금도 잃었는데 명의도 뺏기고 할꺼같아 돈 합의 될때까지 명의변경을 보류하고 싶은데명의 복구 보류 해도 될까요아니면 보류핑계로 명의무효 민사소송핑계꺼리 또 넣어서 합의볼 시간을 벌까요사실 민사 없이도 세무서는 형사판결문땨메 바로 변경 해준다 했음,안녕하세요 로시컴네이버 지식 상담변호사 박세우 입니다세무서에서는 세금 부과를 취소원상복구해준다는 뜻으로 보입니다말씀하신 대로 대금 돌려받지 못하면 명의를 가지고 계셔야합니다 만약 상대방이 자력이 부족하다면 민사손해배상청구를 진행하는 수 밖에 없습니다자력이 충분하면 대금 반환과 동시에 명의이전 청구도 가능하지만형사판결이 확정된 것으로 보아 상대방이 자력이 없는 경우도 보입니다 민사소송을 준비하셔야 할 듯합니다제 사무실로 연락주셔도 좋습니다 0328762256
게임계정회수 관련 민사소송 질문,이번에 게임계정관련해서 사기를당하여형사쪽으로 신고를 넣었는데민사쪽으로도 준비를 해야할꺼같아 질문글을 남기게되었습니다내용은 2대주에게 1대주와 연결받고 구매한 게임계정495만원을 한달이 채지나지않아 회수하고 게임내 아이템을 갈취해가고170만원가량 아이템에대한 보상을 약속한뒤 잠적을 탄상태이고 궁금한점은1 민사소송에 대비하여 준비해야할것2 민사소송시 현실거주지회사기숙사평택와민증내거주지본가과천중에 어느쪽 법원을 방문하여야할지3 그외 민사소송에 대한 정보등정도입니다도움 부탁드립니다 형사쪽으로 사이버수사관과 말씀나눴고 법률공단쪽으로 상담받았는데민사쪽으로 진행하는게 더 가능성이 높다하셔서 진행하려고합니다,안녕하세요 로시컴네이버 지식 상담변호사 박세우 입니다1 필요한 증거는 이체내역 계정정보 대화내용 제출하신 고소장 입니다2 초본상 주소지과천로 하셔야합니다3 소 제기후 사실조회를 통해 상대방 인적사항을 확인한 후 선택사항이나 그 거주지에 보증금 등 재산을 가압류 해놓는 것이 좋습니다 저렴한 비용으로 진행가능하니 연락주셔도 좋습니다 0328762256
매매 거래해지 위약금 소송,41 잔금 치루고 이사가기로 계약했으나계약한 아파트에서 살고 있는 세입자가 나가질 않아 계약이 해지되었습니다계약금 천만원 넣었고 중도금은 치루지 않았습니다매수인이 위약금 천만원을 줘야하는 상황인데자신의 고의가 아닌 세입자로 인한 해지이므로 자신도 피해자라며 줄 수 없다고 합니다방금 전화해보니 자신의 고의가 아니고 세입자 탓이니 위약금 천만원을 줄 수 없다 위로금 200300 만원까지 만 가능하고 그 이상은 힘드니 고민해보라고 합니다 더 말을 하려고 해도 자기 할말만 하고 끊어버리고 환장하겠습니다 계약서 이야기를 해도 계약서 이야기하지말라며 막무가내입니다현재 카톡을 보내도 읽지 않고 문자를 보내도 답장 없고 전화를 해도 안 받는 상황인데요부동산에서 법무사 연결해주어서 진행하려하는데 소요시간은 얼마나 걸리는지 궁금합니다또한 소송이 잘 안되어서 못받을 수도 있는건가요집주인때문에 중개료 이중으로 나가게 생겼고 가구계약금도 날렸습니다,안녕하세요 로시컴네이버 지식 상담변호사 박세우 입니다매매계약 당시 임차인 처리에 관하여 어떤 특약을 하신게 있으신지요특별한 특약이 없다면 위 사안은 소송해도 승소하는 사건입니다연락주시면 더 자세히 상담드리겠습니다 0328762256
지원금을 개인에게 환수받아야 하는 상황입니다,안녕하세요저희는 민간단체인데 저희가 운영하는 사업중 인건비를 지원하는사업이 있는데 라는 사람이 부정한 방법으로 서류를 조작하여 지원금을 지급받은것이 이후에 알려져서 지원금을 환수해야되는 상황입니다근데 저희가 알고있는 연락처 주소지로 등기우편 방문 문자메시지등 계속 시도하고 있지만 우편은 반송되고 연락이 안되고 있는상황에서 민사적으로 소재지를 알수있는방법이 있을까요 아니면 소송외 방법이없을까요 문의드립니다,안녕하세요 로시컴네이버 지식 상담변호사 박세우 입니다민사소송을 제기하셔서 인적사항을 알아내도 되지만 사안을 보니 형사고소가 더 효과적일 듯 합니다도움필요하시면 연락주세요 0328762256
