제목,본문,답변
상간녀 소송 서면 작성법 알려주시기 바랍니다.,"- 결혼여부(사실혼/법률혼)
사실혼은 5년이며, 법률혼은 2년 6개월입니다.
현재 별거 8개월 째입니다.

- 결혼연차
2년 6개월

- 자녀수
없음

- 재산(기여도)
남편 월 180, 본인이 80~100정도

- 귀책사유(혼인파탄사유)
남편의 외도 때문에 벌거를 시작했습니다.
이혼은 하지 않은 상태이며, 상간녀 2명을 소송하고 싶습니다.
증거물도 모두 확보한 상태입니다.
그런데 소송을 할려고 하니, 상간녀소송서면을 작성해야하는데 그 방법을 어디서도 찾을 수가 없더군요.
현재 변호사를 선임할만한 여유가 되지 않아 개인으로 진행하고 싶습니다.
상간녀 소송 서면작성 방법을 알려주시면 감사하겠습니다.","누구나 쉽게 변호사를 찾고법률상담 받을 수 있는 로톡입니다.

상간녀 소송 서면의 경우 인터넷에서 정보를 찾기 어려우신 이유는 변호사에게 대행하는 경우가 많기 때문입니다. 

간단하게 소장에 어떠 내용이 들어가야하는지를 알려드리면, 일단 원고와 피고의 이름과 주소를 기재하여야 하구요, 청구취지에 상간녀에게 받기를 원하는 위자료를 기재하게 됩니다. 또 왜 위자료를 청구하는지 청구원인을 구체적으로 기재하시고 이를 뒷받침하는 입증 자료를 같이 첨부하세요.

이와 관련하여 궁금하신 사항이 있으시고, 혼자서 작성하시기가 어렵다 하시면 변호사의 전문적인 답변을 받아볼 수 있는 저희 서비스를 소개해드리겠습니다.

# 로톡(https://www.lawtalk.co.kr)은 전국 500명 변호사와 함께하는 의뢰인-변호사 연결 플랫폼입니다. 변호사에게 상담을 예약하면 변호사가 전화를 걸어 15분간 상담해드리니 법률적인 문의사항이 있으시다면 부담 갖지 마시고 문의하시기 바랍니다. [문의하기]

# 질문에 대한 답변은 한정된 정보에 근거하여 드리는 답변으로 어떠한 법적인 관계가 성립되지 않고 법적인 책임도 없음을 사전에 알려드리며, 정확한 상담을 위해서는 반드시 변호사와 직접 상담을 하시길 권유드립니다."
결혼 한달 남기고 파혼 여자쪽이 외도,"이것두 소송이 가능한가요??
외도한 남성도 봤고 좋게 넘어 갈려고 결혼 웨딩촬영비신혼여행 등등 돈만 붙혀라고 했는데 붙혀다고 하고 돈이 안들어왔어요","안녕하세요. 로시컴과 함께 지식iN 법률상담을 진행하고 있는 정진 변호사 입니다.
 가능합니다.
 파혼을 사유로 가정법원에 위자료 청구소송이 가능합니다.
 혼자서 소송진행이 어려우면 변호사 선임을 고려해야 합니다.
 소송을 하시게 될 경우 직접 변호사와 구체적인 상담을 해보는 게 좋습니다.
 변호사 선임시 변호사의 경력 및 주된 업무분야를 반드시 확인해야 합니다.
 더 궁금한 사항이 있으시거나 방문 상담을 원하시면 제 이름 누르시고 직접 문의주시면 됩니다.
 변호사가 직접 친절하게 상담을 드리고 변호사 선임을 위한 상담은 무료로도 가능합니다.
 모쪼록 원만한 해결이 되기 바랍니다."
"내공
50","상간녀 위자료 청구소송 중 인데 ᆢ
조정에 참석해서 하는말이 자기는 기초수급자라서 돈이 없어서 위자료를 조금밖에 줄 수 없다고 하대요.
골프 치러 자주 나가면서 기초수급이라니ᆢ

상간녀가 기초수급인지 아닌지 아는방법 있나요?","안녕하세요. 로시컴과 함께 지식iN 법률상담을 진행하고 있는 정진 변호사 입니다.
 확인할 수도 없고, 확인할 필요도 없습니다.
 재판에 영향을 주지 않습니다.
 혼자서 소송 진행이 어려우면 변호사 선임을 고려해야 합니다.
 소송기록을 가지고 직접 변호사와 구체적인 상담을 해보는 게 좋습니다.
 변호사 선임시 변호사의 경력 및 주된 업무분야를 반드시 확인해야 합니다.
 더 궁금한 사항이 있으시거나 방문 상담을 원하시면 제 이름 누르시고 직접 문의주시면 됩니다.
 변호사가 직접 친절하게 상담을 드리고 변호사 선임을 위한 상담은 무료로도 가능합니다.
 모쪼록 원만한 해결이 되기 바랍니다."
시댁을 상대로 민사소송하려는데 질문이 있습니다;;;,"- 결혼여부(사실혼/법률혼)  사실혼
- 결혼연차 6년차
- 자녀수 2명
- 재산(기여도)
- 귀책사유(혼인파탄사유)

질문1. 남편때문이 아니라 남편 가족들 때문에 소송을 걸고 싶은데
             이혼소송이 나은지 민사소송이 나은지 알고 싶습니다.

질문2. 결혼초 임신한 상태에서 당했던일들을 이제 소송을 하려고 하는데
            시간이 지나도 언제든 할수 있는지 알고 싶습니다. (증거물은 들고 있음)","안녕하세요. 로시컴과 함께 지식iN 법률상담을 진행하고 있는 정진 변호사 입니다.
 6개월 이내의 사유가 있어야 이혼 및 위자료 청구가 가능합니다.
 혼자서 이혼소송 진행이 어려우면 변호사 선임을 고려해야 합니다.
 이혼사유의 구성 및 입증방법의 강구를 위해 직접 변호사와 구체적인 상담을 해보는 게 좋습니다.
 변호사 선임시 변호사의 경력 및 주된 업무분야를 반드시 확인해야 합니다.
 더 궁금한 사항이 있으시거나 방문 상담을 원하시면 제 이름 누르시고 직접 문의주시면 됩니다.
 변호사가 직접 친절하게 상담을 드리고 변호사 선임을 위한 상담은 무료로도 가능합니다.
 모쪼록 원만한 해결이 되기 바랍니다."
남편의 외도로 인한 상간녀소송,"부부사이에 4살 돌아기 두자녀가 있고요
의심스럽긴했지만 그냥 믿자 이생각에 추궁해보지도 안았는데
어제 남편이 터놓더라구요. 1년정도 다른여자만났는데
그여자가 남편한테 들이대다가 결국 연인사이로발전했는데 아니다싶어서 안만나려고 하니 저한테 얘기할거라고협박해서 지금까지 오게됐다더라구요. 1년좀지났다했으니 저 둘째 임신중일때부터 그랬던거 같구요. 남편이 작년엔 출산하자마자 3개월정도 저랑 싸워서 밖에서 지내기도 했고 얼마전엔 저한테 회사 출장 한달가있는다고 거짓말까지며 집에 안오기도했습니다. 물론 출장도 어제 상간녀가 저랑통화하고싶다해서 얘기듣다 알았구요.
전 그것도모르고 제가 3교대라 1년넘게 애들 제 교대에맞춰서어린이집 보내며 (주말상관없이 저 출근시간이 등원시간, 저 퇴근시간이 하원시간, 저 휴무가 애들 쉬는날) 봐줄수있는사람도없어서 혼자 독박육아했습니다. 일,육아, 집안일.. 이렇게 살아야하니 싶을정도로 제시간이라곤 아예없이.. 어딜가든 애 둘다 데리고 나녔어요
남편이 저보다 일하는 시간이 더 길고 해서 제가 거의 배려하며 혼자했는데 지금 이걸 알게되고는 어떻게해야되는건지 막막합니다.
남편은 사실 털어놓으며 계속 잘못했다며 이혼은 아니다라고 하고 상간녀를 자기가 협박죄로 고소할거라며 큰소리 치고있고 상간녀는 아니다 속지마라 자기가 이혼하게되면 양육비도 다 주고 애들도 다 봐주겠다그러면서 어이없게 서로 물고 늘어지고 있는데
상간녀가 남편 회사동료라 회사와서 차라리엎어달라는데 맘은 그러고싶지만 좀 신중히해야할거같아서요. 잠자리, 여행 이런거 물어보니 아니라고 말은 안하더라구요. 알게된지는 열흘정도 됐구요
소송하기위해 뽀뽀하고있는사진, 그냥 같이 찍은사진, 불륜 인정하는 내용의 문자내역, 사귀는동안 일부 같이 지냈다고 인정하는 녹음 내역 어제 다시 연락해서 증거도 확보했습니다.
내가 멍청해보여도 아직 남편사랑하고있고 애들도있어서
남편이랑 이혼안하기로 마음은 먹었고 여자에게만 소송할 생각인데 이정도 증거면 소송 가능한지요?
대한법률구조공단에서 상담 한번받았는데 간단한 소송이고 혼자서도 할수있다고 얘기하던데..청구비며 소송장이며 어떻게 해야할지 모르겠고..도와주세여ㅠㅠ","안녕하세요. 로시컴과 함께 지식iN 법률상담을 진행하고 있는 정진 변호사 입니다.
 소송이 가능합니다.
 다만 간단한 소송이 아니니 혼자 하기는 어렵습니다.
 혼자서 소송 진행이 어려우면 변호사 선임을 고려해야 합니다.
 소송을 하게 될 경우 직접 변호사와 구체적인 상담을 해보는 게 좋습니다.
 변호사 선임시 변호사의 경력 및 주된 업무분야를 반드시 확인해야 합니다.
 더 궁금한 사항이 있으시거나 방문 상담을 원하시면 제 이름 누르시고 직접 문의주시면 됩니다.
 변호사가 직접 친절하게 상담을 드리고 변호사 선임을 위한 상담은 무료로도 가능합니다.
 모쪼록 원만한 해결이 되기 바랍니다."
변호사 선임료와 성공보수 차이,"민사소송중인데 현재 피고입니다
원고소가금액이 말도안되게 너무 커서 금액을 낮추고 싶은데요
변호사 선임할때 돈안주고 원하는 금액에 조정이나 판결이 됬을때에 나머지 돈을 가져가는 방식으로 하는 변호사들도있나요?",착수금 없이 선임할 수 있는 변호사는 없습니다.
상간남에 합의금 관련해 질문드립니다.,"제가 상간남과 합의하게되면 합의금 1000만원을 부르려고하는데요.
혹시 제입장에서 상간남에게 1000만원이라는 금액을 먼저 말하고 1000만원이면 합의를 해주겠다라는 통보를 할경우 혹시 법적으로 문제가 될것이있나요??
현재 상간남 측에서는 현재 650만원정도 수중에 있다고합니다.다음달 월급날되면 750까지는 가능하다고했구요.
변호사상담 당시 위자료 800까지는 가능할꺼같다는말도 들었었습니다.
그리고 상간남측에서 1000만원의 합의에 응하겠다고 했을경우
지급기간을 제가 정할수있는건가요??
금일 내지 익일까지 합의금 지급을해라 그러면 소송 취하를 해주겠다 이런식으로 기간을 제가 마음대로 정할수 있는지도 궁금합니다.

합의금 금액을 제가 먼저 부르는것과 지급기간을 제가 마음대로(오늘까지 보내라는식으로) 하는게 가능한지 답변부탁드립니다.","안녕하세요. 로시컴과 함께 지식iN 법률상담을 진행하고 있는 정진 변호사 입니다.
 문제가 되지 않습니다.
 합의가 되면 기간도 정할 수 있습니다.
 혼자서 소송 진행이 어려우면 변호사 선임을 고려해야 합니다.
 소송을 하게 될 경우 직접 변호사와 구체적인 상담을 해보는 게 좋습니다.
 변호사 선임시 변호사의 경력 및 주된 업무분야를 반드시 확인해야 합니다.
 더 궁금한 사항이 있으시거나 방문 상담을 원하시면 제 이름 누르시고 직접 문의주시면 됩니다.
 변호사가 직접 친절하게 상담을 드리고 변호사 선임을 위한 상담은 무료로도 가능합니다.
 모쪼록 원만한 해결이 되기 바랍니다."
대여금 소송 터무니없는금액 소송,"- 관할법원
- 진행사항(1심,2심,3심)
- 청구금액
이야기를 시작하자면 긴내용이긴하나 잘읽어주셨으면 합니다.
소장을 받아서 질문좀 드리겠습니다.

제가 13년도에 사업을 하면서 지인에게 5천만원을 빌렸습니다. 차용증없고
무통장 으로 입금 받았구요, 제가 사업을 하다가 않조아져서 현재 이자를 못주고 있는 상황이구요,
그당시 제가 5천만원을 제 통장으로 입금받고, 1달후에 4천7백만원을 드렸습니다.
수표로요 수표는 제가 다른지인에게 받은 수표 로 드렸구요, 1달후에 다시 4천만원이 필요하여
계좌이체로 3천만원을 본인계좌로 입금받았습니다.
그후 매달 25만원씩 입금해드렸구요 이자 겸해서요, 16년초까지 드리다가 제가 건강 개인사정으로
사업이 어려워 못드리는 상황이되어지니 소송을 재기하였는데요,

소장 내용이 어이없어 질문드립니다. 
소장내용은 제가 8천만원을 빌려 대여금을 갚지 않는다고 왔구요
증거내용으로는 5천만원 보낼시의 무통장입금전표와 통장계좌이체한내역 3천만원해서 8천만원을 소송걸었습니다, 제가 실제로 대여한 금액은 3천3백만원인데 또 15년도 초에 천만원을 수표로 찼아서 드렸습니다, 고로 제 채무는 2천3백만원이여야 맞는데, 8천만원이라는 채무로 소송을 재기 하였습니다.
지인분이고 차용증없이 돈이 오가는 사이라 저도 믿고 만나서 직접 돈을 전해드렸는데 물론 제잘못도 있지만 8천만원 소송에 당황스러워서 잠도 못자고 있습니다.
지인분에게 드린 수표를 추적해서 제가 입증한다면 제채무에 대해 변재가 가능한것인가요?
사람의 탈을쓰고도 어찌 저런 짓을하는지 이해가 가지 않는상황입니다,

제가 묻고 싶은 내용은, 민사소송 대여금에 대하여 원고가 지나친 원금을 청구하는것에 대해 제재가능한것 이있는지와. 제가 드린수표들을 수표번호로 저한테 받았다는걸 증명할수있는지, 증명이된다면 제 본 채무가 인정되어 지는지,알고싶습니다, 이자 이상으로 꼬박드렸다고 생각했는데 사람은 사람인가 봅니다,
개인간 돈거래이며 계좌로 보낸금액만 청구하였구, 피고에게 받은 중간중간 상환한금액은 제한고 달달이 보낸 고마운마음에 25만원씩보낸 금액들은 무시한체 원고에서 피고에게 보낸금액만 가지고 청구한다면 그대로 진행이 되는건지 제가 입증할수있는 방법을 알고싶습니다.","계좌이체한 금액은 계좌 내역으로 반환 입증 가능하고, 지인에게 받은 수표로 드린 것은 지인의 진술 및 그 당시 그러한 변제사실을 알았던 다른 증인의 진술과 수표 번호 등을 통해 입증 가능합니다.

자세한 답변을 원하시는 경우 블로그 상 연락처로 연락주시기 바랍니다.

감사합니다.
변호사 오인철 드림"
아무것도 모르고 상간남으로 소송당했었습니다.,"- 사고일시
   2015.06.23
- 사건의 경위
   서로 잘 알지도 못하는 남 녀가 인터넷 채팅으로 만나 서로 상담을 해주다 여자쪽이 유부녀인걸 알게되어 그다음부터 만나지 않았지만 알고보니 유부녀와 그의 남편은 이혼하려던중에 중간에 본인이 끼게되어
   남편이라는 사람이 그사실을 블랙박스로 확인 후 이혼소송을 제기함. 그래서 본인은 800만원의 위자료를지불하고 유부녀는 그런것 하나 없이 친자권만 포기 후 돈 한푼 안주고 합의후 이혼함.
   그리고 소송이 끝난 후 유부녀와 주고받았던 카톡중에 유부녀라 밝히며 이혼소송으로 돈을 뜯어갈거니
   돈을 많이 준비해두고 용돈으로 쓸태니 고맙다는 내용을 확인했고 그 후에도 내가 니덕에 이혼하는
   마당에 남자 하나만 만날수있겠냐며 이혼소송중에도 자주 농락하는 문자메세지를 받음.
- 손해의 내용
   이혼소송 위자료를 본인만 800만원을 지불함. 이것을 유부녀에게 물게하고싶음.
 - 증거유무 
   카카오톡 캡쳐 및 pc카카오톡 캡쳐 / 이혼소송때 있었던 자료

위의 내용과 같이 저도 아무여자나 만나려 했던것은 잘못이 있다고 생각합니다.
그 여자의 차에서 유부녀인것을 모르고 유사성관계를 한차례 한적이 있습니다.
하지만 유부녀인것을 알고 연락처 및 카톡을 삭제했습니다.
1년이 지난 일이지만 손해배상 청구 소송이 가능할까요?? 위자료 소송은 올해 5월쯤 종결되었습니다.","안녕하세요. 로시컴과 함께 지식iN 법률상담을 진행하고 있는 정진 변호사 입니다.
 구상청구가 가능합니다.
 다만 전액은 아니고 절반 정도 청구가 가능합니다.
 혼자서 소송 진행이 어려우면 변호사 선임을 고려해야 합니다.
 소송을 하게 될 경우 직접 변호사와 구체적인 상담을 해보는 게 좋습니다.
 변호사 선임시 변호사의 경력 및 주된 업무분야를 반드시 확인해야 합니다.
 더 궁금한 사항이 있으시거나 방문 상담을 원하시면 제 이름 누르시고 직접 문의주시면 됩니다.
 변호사가 직접 친절하게 상담을 드리고 변호사 선임을 위한 상담은 무료로도 가능합니다.
 모쪼록 원만한 해결이 되기 바랍니다."
변호사선임비,"제가 천만원정도 받을게있어요.
법무사통해서,민사소송중이긴한데..피고에게 보낸내용을 오늘에서야확인해서 봤는데 저와동의되지않은것도 글을써서보내셨어서 제가 서류를봐도 난감하더라고요...법무사 사무실에65만원을 이미지불했고,첫번째서류 왔다갔다한상황인데 혹시 중도에법무사끊으면 제가지불한돈을 반이라도 돌려받을수있을까요?상대방측이 변호사를 선임해서 일처리를 해서그런지 법무사랑은 상당히 서류내용자체도그렇고 분명 제가 피해자인데도 불구하고,법무사사무실들락거리고,서류도제가만들고,내용도제가 일일히쓰고있어서 정말서류만 대신내주고,받아주고만하시니...답답하네요...그래서 변호사를 저도선임하고싶은데 변호사비가만만치않다고들하니 이렇게 글올려요ㅜㅜ
녹취자료,문자내용,카톡내용 완벽하게까진아니라도80프로정도는 보유하고있거든요ㅜㅜ 근데도서류한번 왔다갔다하는데3개월이나걸렷어요ㅜㅜ저는 하루하루가 피가 바짝바짝마르고 신경쓰여죽겠는데ㅜㅜ
천만원받는데 변호사선임비 얼마나들까요?","일반적으로 330만원 이상으로 책정됩니다.

감사합니다.
변호사 오인철 드림"
이 경우 소송을 당할 수 있나요?,"올해 12월에 결혼할 사람과 양가 부모님 허락아래 결혼을 전제로 6개월 째 동거중입니다.(혼인 신고X)  그런데 동거 생활을하면서 여러가지 사건사고들로인해 결혼식을 올리기전에 헤어지고자하는데남자쪽에서 아래와 같은 사유로 소송을 걸겠다고해서 겁이나서 헤어지지 못하고있습니다.

동거전에 결혼하면 주택에서 살고 싶냐 아파트에서 살고싶냐고묻길래 주택에서 살고 싶다고 대답하니 오빠 남동생 명의로 되어있는 집(명의는 오빠 남동생 앞으로되어있고 월세는 오빠 아버지께서 관리)에 아버님께 월세를 따로 내지않고 세대주로 들어가 동거를 하고있습니다. (재개발 예정 지역이라 오빠의 주소 이전 권유로 주소를 이전했고 오빠는 혼인신고할 때 하겠다고 아직 이전을하지않은 상태)
문제는 동거하기 이전에 들어갈 집에대해 등기부등본 사항을 알아보고 들어가야되지 않겠냐는 같은 지역에 거주하고있는 이모님의 말씀을 듣고 오빠한테는 말하지않고 이모와 함께 등기소에 가서 제가 살게될 주택(오빠 동생 명의)과 오빠 부모님이 사는 주택(오빠 명의)의 등기부 등본을 떼어보니 두 주택 모두 주택을 담보로 대출이되어있었습니다.  제가 당시에 듣기로는 오빠 부모님이 재산이 많다고들었고 그래서 빚이 있다는 말도 못 들었는데 막상 떼어보니 대출금이 있어서 결혼할 사이이기에 등기부등본을 떼어본 것을 사실대로 말하고 대출 금액에 대해서 물으니 갚을 능력은 충분히 되지만 대출금을 갚기보다는 은행이자가 저렴하니 차라리 대출금을 다른데 투자해서 더 크게 불리는게 이익이기때문에 갚지않고 놔둔것이라고 말했습니다. 그리고 등기부등본을 보시고 저희 이모께서는 두 주택다 대출금이 있으니 결혼하게되면 혹시나 제가 갚는일이 생길수도 있지 않겠냐며 결혼을 다시 생각해보라고하셨고 오빠는 사업을 하는 사람이니 저보다는 사업 자금을 대줄수있는 돈이 많은 여자를 만나는게 더 좋을거 같다는 말도 오빠에게 전달하였습니다. 그랬더니 자기 몰래 등기부등본을 떼어보고 빚이 있으니 결혼하지 말라고 말한 저희 이모를 모욕죄로 소송을 걸겠다고하였습니다. 단 결혼까지가지않고 헤어지게되면 소송을 걸겠다고 하였는데 그뒤에 술을먹고 하는 얘기가 저 몰래 저희 이모부 뒷조사를했는지 '알아보니까 너희 이모부 어디 회사 무슨 직책이고 월급은 얼마 정도 받던데'라고하더라구요. 이런 경우 어떤 소송을 당할 수있고 소송을 걸 수 있나요?  
  
    ","안녕하세요. 로시컴과 함께 지식iN 법률상담을 진행하고 있는 정진 변호사 입니다.
 파혼을 사유로 위자료 등 손해배상 청구가 가능합니다.
 쌍방 유책사유 입증에 달린 문제입니다.
 혼자서 소송 진행이 어려우면 변호사 선임을 고려해야 합니다.
 소송을 하게 될 경우 직접 변호사와 구체적인 상담을 해보는 게 좋습니다.
 변호사 선임시 변호사의 경력 및 주된 업무분야를 반드시 확인해야 합니다.
 더 궁금한 사항이 있으시거나 방문 상담을 원하시면 제 이름 누르시고 직접 문의주시면 됩니다.
 변호사가 직접 친절하게 상담을 드리고 변호사 선임을 위한 상담은 무료로도 가능합니다.
 모쪼록 원만한 해결이 되기 바랍니다."
상간녀소송중 주소보정명령시 그후 대처방법,"-관할법원 수원법원 안산지원 가정법원

- 진행사항(1심,2심,3심)  1심 상간녀 소송중

- 청구금액  위자료 2천만원
 남편이 정신을 차리고 가정으로 돌아온 상황에도 포기하지 않고 상간녀가
집착을 보이고 스토커짖을 서슴치 않아 현제 상간녀만 위자료 청구소를
재기한 상태입니다 나홀로 소송중입니다
질문 1. 상간녀 이름 주소 핸드폰번호 만으로 소송을 하였는데 법원에서 주소보정명령이
나왔어요  보정을 신청하기 위해 알아보던중 남편이 만나던 중에 상간녀에게
 월세를 얻어 주고 가지고 있던
서류에 주민등록번호와 주민등록상 주소를 알게 되었습니다
제가 이걸로 보정신청을 할 수있나요??
 질문 2. 위에 자료로 주소보정신청이 어려우면 통신사 사실조회신청을  주민번호를 적어
신청하는게 더 나을까요??
 질문3. 부모와 어려서 헤어지고 이모랑 외할머니가 살고 있는 곳에 왔다갔다 하며 지내는 것
같은데 그 주소로 소장을 보냈더니 수취인불명으로 돌아왔습니다
이모라는 사람이 전화가 와서 일부러 할머니가 송장을 받지 않았다고 했습니다
피고인도 제가 송장을 보낸 사실과 때를 알고 있으면서도 고의로 받지 않은 것 같습니다
이럴땐 어떻게 해야 할까요 ??
좋은 답변 기다립니다
 ","안녕하세요. 로시컴과 함께 지식iN 법률상담을 진행하고 있는 정진 변호사 입니다.
 1. 가능합니다.
 주민번호로 보정하면 됩니다.
 혼자서 소송 진행이 어려우면 변호사 선임을 고려해야 합니다.
 소송기록을 가지고 직접 변호사와 구체적인 상담을 해보는 게 좋습니다.
 변호사 선임시 변호사의 경력 및 주된 업무분야를 반드시 확인해야 합니다.
 더 궁금한 사항이 있으시거나 방문 상담을 원하시면 제 이름 누르시고 직접 문의주시면 됩니다.
 변호사가 직접 친절하게 상담을 드리고 변호사 선임을 위한 상담은 무료로도 가능합니다.
 모쪼록 원만한 해결이 되기 바랍니다."
동업민사소송 전문 변호사님찾아요.,"1. 2년전 동업해지를하고 나왔는데 아직처리를안해줘서 세금독촉장이 계속 나오고있습니다.
2. 동업중 기술보증기금 연대보증에 섰는데 지금은 동업해지를한상태여서 제가 계속 지속할이유가 없어져서 이또한해결을하고싶습니다.
3. 지분및 퇴직금 형님동생으로 좋은관계를 이어가고자 이점에대해 포기를했는데 1,2번 어떠한것도 해결을 안해줘서 이제 좋은관계고뭐고 너무 스트레스를받네요 이또한청구를 하고자합니다.

내용증명으로는 동업해지시 해지내용에 동업해지후 모든 세금및 금전에대해서는 현재경영중인 사람이 지불하기로 기제했습니다. 또한 sns로 해지요구및 보증에관한 조속한 해결 요청 내용도 가지고있습니다. 이사항들에대한 주고받은 문자내용을 그대로가지고있습니다.
상담후 변호사님 도움을통해 소송을 진행하고자합니다 도와주세요 지역은 충남 천안입니다.","안녕하세요. 로시컴과 함께 지식iN 법률상담을 진행하고 있는 정진 변호사 입니다.
 혼자서 소송 진행이 어려우면 변호사 선임을 고려해야 합니다.
 소송을 하게 될 경우 직접 변호사와 구체적인 상담을 해보는 게 좋습니다.
 변호사 선임시 변호사의 경력 및 주된 업무분야를 반드시 확인해야 합니다.
 더 궁금한 사항이 있으시거나 방문 상담을 원하시면 제 이름 누르시고 직접 문의주시면 됩니다.
 변호사가 직접 친절하게 상담을 드리고 변호사 선임을 위한 상담은 무료로도 가능합니다.
 모쪼록 원만한 해결이 되기 바랍니다."
유부남을만났습니다,"첨에는 총각인지알고만났어요 게임을하다가
친해져서 그사람이부산에왔구요
그래서 첫만남이이루어졌죠 근데 점점만나다보니
좋아졌어요 첨에 그사람카톡사진 애기길래물어보니
동생애기라고하더군요 글서믿고만났는데
나중에는돌씽이라고하더라고요그래서 못믿겠으니
혼인관계증명서때달라고했거든요 그러니때서사진찍어보여주더라고요 혼자였어요.. 이미 관계도가졌고
빠져들었죠 근데 몇일전 혼인관계증명서를다시보니
자기께아니고 자기동생꺼드라고요 그래서바로문자해서
어케된거냐고하니 자기유부남이라고하는거있죠
전맨붕왔습니다 첨에 막결혼하자고 들이대고
해놓고 유부남이라니요. 잠자리하려고 사람속인거
죄안되는건가요? 넘열받아서 부인한테알렸어요
근데또부인을우찌 설득했는지 아무일도없듯
지내내요 저만바보만들고 녹음파일이랑
카톡대화는어느정도있거든요
이거어케해야하나요 진짜전맘이너무아파미치겠어요
돌이어 그쪽부인이저보고 고소한다네요
전피해자인데요... 도와주세요
간절합니다 만난건6회정도되구 저는부산살구
남자는여수에살아요 왔다갔다했구요~","그쪽 부인이 위자료 청구를 한다 하여도 질문자님께서는 유부남인 줄 모르셨기 때문에 위자료 배상 의무가 없다는 주장이 가능합니다.

나아가, 남자를 상대로 형사상 처벌은 어려울지라도 민사상 위자료청구는 가능할 수 있습니다.

자세한 상담을 원하시는 경우 블로그 상 연락처로 연락주시기 바랍니다.

감사합니다.
변호사 오인철 드림"
"내공
10",민사소송걸면 정말로 6개월 막 그렇게 처리되는데 시간이 걸리나요??,"다부분의 소송이 정말 오래걸립니다...
사건이 워낙 많다 보니....."
민사소송 변호사 비용,"민사소송 당한 상태인데
민사소송 시에 상대방이 변호사를 선임하였을떄 그 변호사 선임 비용을 피고에게 청구할수 잇나요?","안녕하세요
서초동에서 근무하고 있는 변호사입니다.

질문) 민사소송 시에 상대방이 변호사를 선임하였을떄 그 변호사 선임 비용을 피고에게 청구할수 잇나요?

민사소송의 원고가 변호사를 선임하였고, 승소하였다면 원고는 피고에게 법원이 정하는 소송비용 분담비율에 따라 일정금액의 변호사 선임비용을 청구할 수 있습니다. 법원에서 인정하는 변호사 선임비용은 '변호사보수의 소송비용산입에 대한 규칙'이 정하고 있는 계산식에 따라 결정됩니다. 소송에서 문제가 되는 돈의 액수가 높을수록 청구할 수 있는 변호사 선임비용도 높아집니다."
